0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
0.9999999999999978,0.7743635326655505,0.7054215147240146,0.6530303898449986,0.6711115361153466,0.6229782386691463,0.650743193080439,0.7186670480678123,0.5396415516149777,0.6353272338519986,0.6730676498764944,0.5592706205764351,0.7738448368188758,0.5886736311685514,0.5954149704720755,0.6116273999317579,0.6085033354185185,0.6271004709245994,0.5492706386593801,0.625495836159477,0.653063413897575,0.5890570044509578,0.5514349841702322,0.6456862822903257,0.5949078846616039,0.6857305602804102,0.5319761856327754
0.7743635326655505,0.9999999999999999,0.6865180924075588,0.6386391383419404,0.6789162685544163,0.5233571341517007,0.6367577945980163,0.7753517619548858,0.641453613043777,0.656738252497992,0.634128061682612,0.58786120631588,0.6721567302688436,0.5255820018591665,0.7139546814022422,0.5088155374644664,0.5316564932927572,0.5796349381311193,0.5613096586926389,0.6743972231733715,0.5712475303073798,0.595163949497403,0.5867288516527659,0.6568066122567736,0.4931638604889462,0.6127918554617581,0.5209823801752647
0.7054215147240146,0.6865180924075588,1.0,0.7606214737606862,0.8606101429689506,0.642211908012871,0.777442759830169,0.7243683359664699,0.6199854310782479,0.6746912612920094,0.7112340928639834,0.7044951224197986,0.60537238053133,0.6093737741403322,0.6695049155204412,0.6111125873034292,0.6164800117418865,0.6841858537672567,0.7479268570554816,0.7281171633138765,0.6708577509314853,0.6468443804722899,0.6292277149272174,0.6780476954775917,0.6181285255647146,0.6931335266675447,0.5290227659639243
0.6530303898449986,0.6386391383419404,0.7606214737606862,0.9999999999999996,0.747911767430127,0.6113081187747089,0.8210047452741231,0.7477043158989489,0.5819431762131761,0.6003041375700289,0.7724615447151686,0.6107107500177631,0.6062890162883541,0.5902248371267669,0.6193402255891451,0.5856948475026027,0.7270265686090506,0.6218766139636523,0.5519386278301524,0.6849290848321932,0.6156061084035827,0.6281948896798754,0.5849955096619834,0.7106955054669798,0.6637820035903165,0.7039247181111199,0.5762593795829951
0.6711115361153466,0.6789162685544163,0.8606101429689506,0.747911767430127,1.000000000000001,0.525462368826571,0.7818526059816362,0.6730728524284635,0.5787367996545675,0.5968645250082416,0.713181992411684,0.6336568441261161,0.5862111536191704,0.5181756986459585,0.6064779539680017,0.4870781642232593,0.5861855024441831,0.5855145498951805,0.6608384468182752,0.6569525825387668,0.5586570735275964,0.572040813417579,0.5469673137524762,0.6574714369396761,0.5295781897958457,0.6020663674274558,0.5125415465406834
0.6229782386691463,0.5233571341517007,0.642211908012871,0.6113081187747089,0.525462368826571,0.9999999999999996,0.5756881573212004,0.5565852989193432,0.6044633766642089,0.6202613224780514,0.594070386173817,0.5331834551165524,0.4824478502591084,0.6746533774577624,0.5520438631874158,0.8757428720978957,0.5773743260491898,0.738352008350324,0.4991738134949746,0.7023753425918972,0.8120697365753126,0.6891595576564706,0.7041322903265408,0.5768419986340375,0.7596595330261587,0.7296441695612896,0.44969017816458856
0.650743193080439,0.6367577945980163,0.777442759830169,0.8210047452741231,0.7818526059816362,0.5756881573212004,0.9999999999999989,0.663164299837997,0.5527086725578725,0.6052379524593713,0.8169514613835365,0.5696058174021645,0.5859810775796515,0.5648356195767421,0.6256441381358766,0.5431344998230462,0.7284130176968612,0.5901273806311556,0.5201042961069742,0.6512416730795498,0.5715689140728892,0.6047222949169309,0.5588663622480443,0.6501361281558733,0.6035895692413096,0.7007427551035104,0.5128141654319387
0.7186670480678123,0.7753517619548858,0.7243683359664699,0.7477043158989489,0.6730728524284635,0.5565852989193432,0.663164299837997,1.0000000000000009,0.621129352216414,0.6280303058930596,0.6520570205702508,0.5943419617126701,0.6649760932395274,0.5690843751670415,0.6823463167060951,0.5346388827607222,0.6223413148319121,0.5869136626730791,0.5593767158989512,0.682575015910052,0.5984361345125486,0.6233779830458134,0.6022013606742329,0.6461410863336888,0.5390477770786671,0.6636084070937305,0.5903771211560013
0.5396415516149777,0.641453613043777,0.6199854310782479,0.5819431762131761,0.5787367996545675,0.6044633766642089,0.5527086725578725,0.621129352216414,1.0000000000000009,0.697916039301632,0.5927803644858007,0.5685818080250598,0.4798921219156601,0.5028879269451132,0.7396235158938209,0.508409169638038,0.43540007297976485,0.5708500410837436,0.5247030929310488,0.8169898064214411,0.5405902419121256,0.6027043470814488,0.7989276623023923,0.5537409336678679,0.46970822084649877,0.5415237430285293,0.4215243583187872
0.6353272338519986,0.656738252497992,0.6746912612920094,0.6003041375700289,0.5968645250082416,0.6202613224780514,0.6052379524593713,0.6280303058930596,0.697916039301632,0.9999999999999989,0.6427319831763649,0.5723587555656922,0.5135367318061189,0.5734609897661356,0.6769874629577757,0.5593128899655756,0.5050343524146399,0.607677396842249,0.5503783837153874,0.7217514019130318,0.5865632854703319,0.6320928073747818,0.7547130654361477,0.5869050405367133,0.5192301914030459,0.610603141882222,0.4577965919766166
0.6730676498764944,0.634128061682612,0.7112340928639834,0.7724615447151686,0.713181992411684,0.594070386173817,0.8169514613835365,0.6520570205702508,0.5927803644858007,0.6427319831763649,1.0,0.5283615641126294,0.5930206324663999,0.7360586984926138,0.566437529608835,0.5712200639267053,0.699328750493003,0.580003197293828,0.4795052493445595,0.6262526336510689,0.5857901121760796,0.6395061891617813,0.564268032437615,0.6487808718007013,0.5999278064726661,0.7136042289283677,0.5107950372362539
0.5592706205764351,0.58786120631588,0.7044951224197986,0.6107107500177631,0.6336568441261161,0.5331834551165524,0.5696058174021645,0.5943419617126701,0.5685818080250598,0.5723587555656922,0.5283615641126294,1.0000000000000013,0.4867147650577161,0.5113055990583929,0.5795555455903729,0.5227996598596901,0.49372849668638763,0.6749974089255667,0.8192378074763389,0.6500008586344493,0.6259009365664425,0.5359864821236422,0.5600905333839534,0.5558476511819056,0.5332987891993961,0.5786887724074856,0.4203891813800416
0.7738448368188758,0.6721567302688436,0.60537238053133,0.6062890162883541,0.5862111536191704,0.4824478502591084,0.5859810775796515,0.6649760932395274,0.4798921219156601,0.5135367318061189,0.5930206324663999,0.4867147650577161,0.9999999999999996,0.517603990362092,0.5287422514170479,0.4824486032244027,0.5240166082064891,0.5166934256586749,0.46591429028797804,0.5451249836292079,0.508244366408775,0.5096762405307016,0.4789299353246509,0.5553475266865944,0.4812748623618424,0.5843816169966864,0.44483499645047203
0.5886736311685514,0.5255820018591665,0.6093737741403322,0.5902248371267669,0.5181756986459585,0.6746533774577624,0.5648356195767421,0.5690843751670415,0.5028879269451132,0.5734609897661356,0.7360586984926138,0.5113055990583929,0.517603990362092,1.0,0.4815474935642071,0.696224582425005,0.5933532625052113,0.6582606274137781,0.4703682998884242,0.5717315353633265,0.6556899863613248,0.6313913047204527,0.5473454348631097,0.5996635985033552,0.6864973607749825,0.7623767422788987,0.423725345784997
